成交金额指数,成交金额,拟合值,误差值
346195,1701.099975585938,1701.1252867002308,0.0014879263215656564
347232,1707.649993896484,1707.6808217713547,0.0018052806477277903
347564,1709.749938964844,1709.7807886551384,0.001804339312513432
347713,1710.689971923828,1710.7234302082525,0.001955835655419308
348086,1713.049987792969,1713.0837037912102,0.0019681853116625112
349610,1722.699981689453,1722.734797780603,0.002021018837880364
350131,1726.0,1726.036917740614,0.002138918923171742
350218,1726.549987792969,1726.5884643841027,0.002228524595626817
350376,1727.549987792969,1727.5902239946447,0.002329090443694131
351708,1736.0,1736.0405691697351,0.002336933740503214
353227,1745.649963378906,1745.688435434703,0.002203881454133807
355010,1757.0,1757.0282300629003,0.001606719573154255
355568,1760.549987792969,1760.580434516248,0.0017293870375827182
355795,1762.0,1762.02596329803,0.0014735129415489284
356054,1763.649963378906,1763.6755892028032,0.0014529994289824149
357065,1770.099975585938,1770.118145211267,0.0010264745257071084
360156,1789.850021362305,1789.8477386104544,-0.0001275387224235834
361124,1796.049987792969,1796.0363839801641,-0.0007574295201854573
362676,1806.0,1805.9685748786133,-0.0017400399438951533
363144,1809.0,1808.965979486296,-0.00188062541205283
363494,1811.249984741211,1811.2083503917036,-0.0022986528562110526
363611,1812.0,1811.9580806879794,-0.0023134278157054006
364234,1816.0,1815.9513956481119,-0.0026764510951605767
364405,1817.100006103516,1817.0478158896024,-0.0028721706971776375
365478,1824.0,1823.9940301946249,-0.00032729196135505845
365587,1824.699951171875,1824.6955795821366,-0.0002395785529343728
365789,1826.0,1825.9958587688407,-0.00022679250598782154
367288,1835.649963378906,1835.6514522953898,8.111113303331826e-05
367521,1837.150024414062,1837.153314590536,0.0001790913333253879
367893,1839.549987792969,1839.551709186912,9.357690491516224e-05
369048,1847.0,1847.0028113244728,0.00015221031254787355
369521,1850.049987792969,1850.056165837554,0.000333939332768131
369676,1851.049987792969,1851.0569828683283,0.000377897701599504
372151,1867.049987792969,1867.0542095421267,0.00022611869983946278
372405,1868.699981689453,1868.697692444616,-0.00012250467487201518
372807,1871.300010681152,1871.2994587401472,-2.9495056994433764e-05
372863,1871.659973144531,1871.6619583408108,0.00010606607547481978
373000,1872.549987792969,1872.5488541848028,-6.053820584327866e-05
373309,1874.549987792969,1874.5495714106846,-2.2212386283004434e-05
373695,1877.049987792969,1877.0495230097222,-2.4761367561904797e-05
374311,1881.049987792969,1881.0406319876856,-0.0004973714331922574
381416,1901.049987792969,1900.976781067717,-0.0038508574588830566
381961,1904.549987792969,1904.4806620015715,-0.003640009022696655
381977,1904.649963378906,1904.5835501261492,-0.003486900692185737
384678,1922.0,1921.9702167828057,-0.0015495950673431592
385455,1927.0,1926.978425178005,-0.0011196067459805692
385548,1927.599975585938,1927.5780593593965,-0.0011369696419893903
389580,1953.599975585938,1953.6152946050802,0.0007841430862851465
390276,1958.099975585938,1958.1177460859947,0.0009075379336234036
390361,1958.649963378906,1958.667773924867,0.000909327664160982
391188,1964.0,1964.0210314259323,0.0010708465342300704
391389,1965.300033569336,1965.3226210328228,0.0011493137485893384
391652,1967.0,1967.0259884477928,0.001321222561910009
392587,1973.049987792969,1973.0843684789997,0.001742514697725936
393057,1976.099975585938,1976.1313370093521,0.0015870362735510538
393212,1977.099975585938,1977.1364198520703,0.0018433193355090847
393914,1981.649963378906,1981.689909100968,0.00201578093003965
394746,1987.049987792969,1987.0896817350674,0.0019976317829088173
399206,2016.050003051758,2016.091680888448,0.002067301734924859
401009,2027.79997253418,2027.8427598751812,0.0021100375569975908
402265,2036.0,2036.0378119742309,0.0018571696577044541
403198,2042.099975585938,2042.130179844962,0.0014790783695757597
403336,2043.0,2043.031648761802,0.0015491317573171398
405644,2058.100036621094,2058.1216169992385,0.0010485582702658785
406193,2061.699951171875,2061.714710431705,0.0007158781675119238
406636,2064.600036621094,2064.615081278216,0.0007286959631456628
409690,2084.64990234375,2084.6348355062482,-0.0007227514550440142
410048,2087.0,2086.9844558593213,-0.0007448078906892633
410230,2088.199951171875,2088.179183493106,-0.0009945253929063169
410420,2089.449981689453,2089.426590457851,-0.0011194922973546014
411271,2095.049987792969,2095.0157125765304,-0.0016360094813254312
411294,2095.199951171875,2095.166816464522,-0.0015814580052083316
412524,2103.299926757812,2103.2511529348358,-0.0023189190640754863
413844,2112.0,2111.9347971375983,-0.003087256742506986
415836,2125.149963378906,2125.038058481393,-0.005265741215502826
415965,2126.0,2125.892392769515,-0.005061487793272489
416880,2132.049987792969,2131.954455080083,-0.004480791418273313
419473,2149.209991455078,2149.1549859075976,-0.002559337975311781
420286,2154.599975585938,2154.5544704001954,-0.0021120015899999374
420497,2156.0,2155.956318092107,-0.0020260625182369017
421115,2160.099990844727,2160.0634011957327,-0.0016938868177122565
424283,2181.149963378906,2181.1451577427447,-0.00022032580252594137
424869,2185.049987792969,2185.049868153142,-5.475381695182387e-06
425207,2187.299957275391,2187.302798065648,0.00012987657442317216
426311,2194.649963378906,2194.6651714904224,0.0006929629676876155
426543,2196.199981689453,2196.2130549062344,0.0005952653169255282
426671,2197.049987792969,2197.0671662050695,0.0007818853551688811
426678,2197.099975585938,2197.113877603555,0.0006327439703033373
427721,2204.049987792969,2204.076408633022,0.001198740509470382
427751,2204.250015258789,2204.276747586796,0.0012127629725189207
427863,2205.0,2205.024716414922,0.0011209258467954931
428013,2206.0,2206.026551139215,0.0012035874530787161
428178,2207.099975585938,2207.1286893370807,0.0013009719296974253
430558,2223.0,2223.0401620535745,0.0018066600798235218
431761,2231.049987792969,2231.0927266640842,0.0019156393334473435
431911,2232.049987792969,2232.0972530682907,0.0021175724369961045
434381,2248.599975585938,2248.653282229731,0.0023706592711761967
434463,2249.149993896484,2249.2033943647,0.0023742510886872216
434805,2251.449951171875,2251.4980957354364,0.002138380359571272
436541,2263.099975585938,2263.1542845041663,0.0023997578018745166
439113,2280.400024414062,2280.4489252479725,0.0021443971841313488
439506,2283.050048828125,2283.0941809833,0.0019330349414567608
439944,2286.0,2286.0431534117843,0.0018877257998364061
440256,2288.099975585938,2288.1443212529366,0.001938100059954577
440396,2289.040008544922,2289.087296220637,0.0020658300221403246
440479,2289.599975585938,2289.6463875518302,0.002027077497692498
440768,2291.549987792969,2291.5933463761075,0.001892107236120208
441591,2297.099975585938,2297.1398692228,0.001736695715726766
442317,2302.0,2302.03521079043,0.0015295738675077447
443657,2311.049987792969,2311.0769333336366,0.0011659436537379672
445506,2323.549987792969,2323.566431589911,0.0007077014494361813
446614,2331.049987792969,2331.0580310216633,0.0003450474565623967
447167,2334.799987792969,2334.7991281354284,-3.681932265208906e-05
447463,2336.79997253418,2336.802158715424,9.355448774007838e-05
448525,2344.0,2343.9919335531854,-0.00034413169004307435
449011,2347.299987792969,2347.2838506933504,-0.0006874749585807319
449048,2347.549987792969,2347.5345131065446,-0.0006591845330252784
449873,2353.149963378906,2353.1251941977075,-0.0010525967993435558
451470,2364.0,2363.956016680916,-0.001860546492553451
451764,2366.0,2365.9511560011174,-0.0020644124633390974
452367,2370.099975585938,2370.0444295076973,-0.0023436175187910883
452676,2372.199951171875,2372.1426035042114,-0.0024174887802060987
454702,2386.0,2385.9100537894715,-0.0037697489743723305
456755,2400.000030517578,2399.8795077681107,-0.0050217811639553574
459842,2421.099975585938,2416.023935273997,-0.2096584347250127
460785,2427.549987792969,2422.5608985899435,-0.20551952495782058
